idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
2623,41,not white,single,0,9,not college grad,1,SMSA,1,Personal Services,Operatives,union,3.3011258,40,11.538462,3.25
2624,36,not white,single,1,8,not college grad,1,SMSA,1,Personal Services,Operatives,union,3.8083735,40,7.5064101,6.1666665
2625,44,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.0257649,20,11.448718,2.4166667
2627,44,white,single,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,6.1916251,40,7.2307692,2.4166667
2628,39,white,married,0,13,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,7.7455678,40,15.807693,9.25
2636,43,not white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Professional/technical,nonunion,8.0515299,50,14.538462,13.5
2640,41,not white,single,0,13,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,9.3558741,48,15.153847,6
2642,37,not white,married,0,14,not college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,12.777775,40,12.397437,11.333333
2644,38,not white,single,1,16,college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,8.9049911,40,16,16
2647,40,not white,single,0,11,not college grad,1,SMSA,1,Professional Services,Laborers,union,5.9822836,60,12.25,12.25
2654,35,not white,single,1,12,not college grad,1,SMSA,0,Manufacturing,Operatives,union,10.59581,38,13.115385,2.6666667
2655,36,not white,single,1,12,not college grad,1,SMSA,0,Construction,Service,,8.5702353,24,4.9423075,.33333334
2658,36,not white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,3.0017905,6,.91666669,.91666669
2659,35,not white,single,0,14,not college grad,1,SMSA,1,Transport/Comm/Utility,Operatives,union,11.610305,40,9.9230766,9.916667
2661,35,not white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,union,11.980676,40,5.2884617,2
2662,37,not white,single,0,11,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,5.3542652,40,14.865385,14.833333
2663,42,white,married,0,12,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,4.0257649,4,8.0384617,1.4166666
2664,38,white,single,1,18,college grad,0,SMSA,1,Professional Services,Professional/technical,nonunion,15.48309,45,13.75,6.4166665
2666,37,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,6.4492707,60,6.7115383,3
2669,40,white,single,0,17,college grad,1,SMSA,0,Professional Services,Managers/admin,nonunion,16.771326,60,18.384617,7.8333335
2670,36,white,married,0,16,college grad,0,nonSMSA,0,Professional Services,Professional/technical,union,10.064413,16,13.326923,2.6666667
2671,39,not white,single,0,18,college grad,1,SMSA,0,Transport/Comm/Utility,Professional/technical,union,12.117548,46,16.192308,9.666667
2674,37,white,single,1,14,college grad,1,SMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,6.8840547,45,17.788462,11.833333
2675,44,white,single,1,16,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,16.256029,40,18.134615,8.166667
2677,35,not white,single,1,12,not college grad,1,SMSA,1,Business/Repair Svc,Laborers,,2.7870672,15,7.1410255,.41666666
2678,41,white,married,0,9,not college grad,1,SMSA,0,Transport/Comm/Utility,Operatives,nonunion,4.4283414,30,4.6730771,3.1666667
2679,44,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,10.185181,38,16.615385,14.583333
2680,39,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Laborers,nonunion,12.278584,40,16.153847,15.5
2681,36,white,single,1,15,college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,,4.3896322,50,4.7435899,.75
2685,36,white,married,0,15,not college grad,1,SMSA,1,Public Administration,Managers/admin,,8.575592,60,16.121794,7.1666665
2701,45,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Sales,,4.0257649,40,17.576923,1.4166666
2704,41,white,married,0,18,college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,9.6779356,40,14.730769,2.0833333
2707,35,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,7.6650548,40,14.698717,14.666667
2708,40,white,single,1,12,not college grad,1,SMSA,1,Public Administration,Household workers,union,6.6103048,40,16.634615,11.75
2709,37,white,married,0,13,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,13.550715,40,16.378204,7.5
2710,35,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,5.297905,40,11.288462,5.5833335
2711,38,white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,6.8760014,35,13.294871,12.25
2712,37,white,single,0,12,not college grad,1,SMSA,1,Personal Services,Sales,nonunion,4.0257649,32,8.4423075,.75
2713,34,white,married,0,6,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,3.1078897,25,5.7884612,3.25
2715,41,white,married,0,14,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,5.2334948,20,16.173077,3
2716,39,white,single,1,17,college grad,1,SMSA,1,Public Administration,Sales,union,14.009657,42,18.891026,18.833334
2717,37,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,5.9903369,40,13.480769,11
2719,43,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,7.2302709,36,18.557692,11.083333
2722,38,white,single,0,13,not college grad,1,SMSA,1,Public Administration,Managers/admin,union,5.6602244,40,9.2371798,1.4166666
2723,37,white,single,1,11,not college grad,1,SMSA,1,Transport/Comm/Utility,Sales,nonunion,4.3478236,44,16.583332,10
2724,43,white,single,0,17,college grad,1,SMSA,1,Professional Services,Other,nonunion,10.056358,40,16.865385,16.833334
2725,40,white,married,0,14,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,9.42834,40,18.038462,4.75
2730,39,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Laborers,nonunion,2.6972613,15,7.7884617,3.3333333
2734,36,white,married,0,16,college grad,1,SMSA,1,Construction,Managers/admin,nonunion,11.352655,45,15.410256,7.5833335
2735,34,white,married,0,17,college grad,1,SMSA,1,Business/Repair Svc,Managers/admin,nonunion,10.636071,38,12.147436,6.3333335
2737,36,white,single,0,12,not college grad,0,SMSA,0,Mining,Sales,,40.198082,40,12.115385,2.1666667
2739,41,not white,married,0,15,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.8389683,40,13.5,9.916667
2741,39,not white,married,0,17,college grad,1,SMSA,0,Professional Services,Other,nonunion,9.0901718,45,14.583333,3.4166667
2742,41,not white,married,0,11,not college grad,1,SMSA,1,Business/Repair Svc,Laborers,,2.801002,18,13.653847,.33333334
2743,38,not white,single,1,13,not college grad,1,SMSA,1,Personal Services,Sales,union,3.9452477,40,8.1858978,7.6666665
2745,41,not white,married,0,12,not college grad,1,SMSA,1,Finance/Ins/Real Estate,Sales,nonunion,6.9887218,40,18.596153,14
2746,36,not white,single,1,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,6.4412241,40,15.839743,1.4166666
2752,44,white,married,0,18,college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.9017696,30,14.942308,6.9166665
2753,38,white,single,1,18,college grad,1,SMSA,1,Public Administration,Managers/admin,nonunion,12.077295,50,18.391026,13.75
2757,36,not white,single,0,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,union,4.3397741,38,14.653846,3.6666667
2760,34,white,married,0,12,not college grad,1,SMSA,0,Construction,Laborers,nonunion,8.0515299,2,9.3910246,1.3333334
2761,36,white,single,1,17,college grad,1,SMSA,1,Wholesale/Retail Trade,Managers/admin,nonunion,9.9999981,48,15.653846,2.0833333
2762,36,white,single,0,14,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,7.2624769,32,14.365385,1.5833334
2764,43,white,married,0,12,not college grad,1,SMSA,1,Public Administration,Sales,nonunion,7.5845389,24,12.519231,7.5
2769,34,not white,single,0,12,not college grad,1,SMSA,1,Transport/Comm/Utility,Laborers,nonunion,5.370369,45,3.3653846,.83333331
2771,39,white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Sales,nonunion,6.1191616,40,13.891026,10.25
2772,37,white,single,0,11,not college grad,1,SMSA,1,Personal Services,Craftsmen,nonunion,4.8309178,40,10.660256,1.25
2777,37,not white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,4.3075671,40,15.564102,1.6666666
2780,44,not white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,3.3011258,40,13.679488,3.75
2782,39,not white,married,0,16,college grad,1,SMSA,1,Professional Services,Sales,,2.4792998,15,6.1153846,1.0833334
2786,35,not white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,nonunion,7.2705307,40,12.070513,11.666667
2787,39,white,married,0,17,college grad,0,SMSA,0,Manufacturing,Professional/technical,nonunion,15.201282,55,17.26923,4.0833335
2790,40,white,married,0,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,union,9.4202871,35,18.692307,8.416667
2792,43,white,married,0,16,college grad,1,SMSA,0,Construction,Sales,nonunion,30.193239,10,14.961538,1.3333334
2794,36,white,married,0,16,college grad,1,SMSA,0,Public Administration,Sales,nonunion,10.193234,40,14.128205,11.583333
2796,44,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Sales,nonunion,6.4009633,40,19.038462,4.9166665
2801,37,white,single,1,17,college grad,0,SMSA,0,Professional Services,Other,nonunion,6.9243145,40,14.51282,7.8333335
2806,35,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.8309178,40,9.1217957,3.3333333
2815,36,not white,single,0,17,college grad,1,SMSA,0,Professional Services,Other,union,10.217388,50,11.942307,8.833333
2816,39,not white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,8.8566837,40,21.333334,21.333334
2818,41,not white,single,0,15,not college grad,0,SMSA,1,Professional Services,Sales,union,5.4589362,39,10.423077,3.6666667
2820,35,not white,single,0,12,not college grad,0,SMSA,0,Construction,Managers/admin,nonunion,11.755233,40,16.48077,14
2823,39,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,9.5974236,50,16.326923,8.916667
2825,40,not white,single,0,14,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,8.1481447,38,15.128205,11.083333
2826,35,not white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,1.8679547,40,.69230771,.66666669
2830,38,not white,single,1,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,,3.7625415,35,14.134615,.33333334
2831,37,not white,single,0,8,not college grad,1,SMSA,0,Business/Repair Svc,Laborers,nonunion,2.6972613,40,3.2564104,1.8333334
2834,37,not white,single,0,12,not college grad,1,SMSA,0,Entertainment/Rec Svc,Laborers,nonunion,2.6972613,35,2.346154,0
2835,40,not white,married,0,12,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,7.5523334,40,17.788462,3.4166667
2845,36,not white,single,0,14,not college grad,1,SMSA,1,Public Administration,Professional/technical,nonunion,7.7455678,38,11.634615,3.9166667
2846,37,not white,single,1,9,not college grad,1,SMSA,0,Professional Services,Operatives,nonunion,4.9355855,40,9.6730766,7.5833335
2848,41,not white,single,0,16,college grad,1,SMSA,1,Finance/Ins/Real Estate,Managers/admin,nonunion,14.259254,38,17.692308,17.416666
2849,43,white,married,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,,2.7870672,45,16.75,1.0833334
2853,45,not white,married,0,9,not college grad,1,SMSA,1,Personal Services,Transport,nonunion,4.2270532,20,11.615385,1.25
2857,41,not white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.5829282,40,17.98077,2.4166667
2858,41,not white,single,0,11,not college grad,1,SMSA,0,Public Administration,Craftsmen,nonunion,6.3687601,40,11.288462,2.9166667
2864,45,not white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,11.618352,40,17.98077,15.75
2865,38,not white,single,1,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,2.1578088,25,7.75,1.6666666
2868,34,white,single,0,14,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,6.9323611,40,14.903846,10.5
2869,35,white,single,0,16,college grad,1,SMSA,1,Transport/Comm/Utility,Managers/admin,nonunion,15.09662,40,7.6666665,7.6666665
2870,37,not white,married,0,10,not college grad,1,SMSA,1,Manufacturing,Operatives,union,3.9452477,40,17.012821,3.5
2872,35,not white,single,0,18,college grad,0,SMSA,1,Manufacturing,Clerical/unskilled,nonunion,12.045089,45,12.916666,3.8333333
2874,35,not white,single,1,6,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,3.1078897,35,5.4230771,3.5
2875,34,not white,single,1,7,not college grad,1,SMSA,0,Personal Services,Laborers,nonunion,5.6360707,40,6.7179484,0
2876,44,not white,married,0,8,not college grad,1,SMSA,1,Wholesale/Retail Trade,Operatives,nonunion,3.5265677,52,10.891026,3.4166667
2877,43,not white,married,0,9,not college grad,1,SMSA,1,Manufacturing,Operatives,union,3.9291444,40,16.653847,3.5
2878,45,not white,single,0,11,not college grad,0,SMSA,0,Manufacturing,Operatives,nonunion,6.3204498,40,15.096154,3.8333333
2880,40,white,married,0,8,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Laborers,,2.9264214,40,8.5641031,2.0833333
2883,35,not white,married,0,11,not college grad,1,SMSA,1,Wholesale/Retail Trade,Clerical/unskilled,nonunion,4.8309178,40,6.5961537,3.5
2886,38,not white,married,0,17,college grad,1,SMSA,1,Public Administration,Sales,union,10.974233,40,13.365384,9.833333
2892,35,not white,married,0,12,not college grad,1,SMSA,1,Public Administration,Laborers,nonunion,4.7987108,40,12.583333,12.583333
2893,36,not white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,8.9049911,40,13.685898,11.583333
2894,34,not white,single,0,12,not college grad,1,SMSA,1,Manufacturing,Operatives,union,5.0322061,40,7.6346154,3.6666667
2895,42,not white,single,1,12,not college grad,0,SMSA,1,Public Administration,Sales,union,9.3880816,38,6.666667,3.1666667
2896,35,not white,married,0,12,not college grad,1,SMSA,1,Manufacturing,Craftsmen,nonunion,11.52979,45,16.166666,16.166666
2899,37,white,married,0,17,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,14.106273,45,13.846153,13.5
2900,42,white,single,0,12,not college grad,1,SMSA,0,Public Administration,Sales,,7.7099943,40,14.717949,13.25
2901,40,white,single,0,13,not college grad,0,nonSMSA,0,Professional Services,Sales,union,4.8309178,20,10.923078,9.083333
2904,42,white,married,0,16,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,5.4347825,35,14.942307,2.0833333
2905,37,white,married,0,17,college grad,0,SMSA,1,Business/Repair Svc,Professional/technical,nonunion,17.206116,45,13.903846,8.916667
2908,36,white,single,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Laborers,nonunion,5.7487917,35,16.865385,.16666667
2910,39,white,single,0,14,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,,8.3612032,40,14.352564,1.6666666
2911,40,white,married,0,15,not college grad,0,SMSA,0,Public Administration,Professional/technical,,9.5671453,40,14.679486,3.0833333
2912,37,white,married,0,12,not college grad,0,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,8.8566837,25,13.788462,10.416667
2913,36,white,single,0,13,not college grad,1,SMSA,0,Entertainment/Rec Svc,Sales,nonunion,12.045089,45,13.923077,13.75
2914,41,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,11.062799,35,17.192308,1.5833334
2915,42,white,married,0,18,college grad,1,SMSA,1,Public Administration,Professional/technical,,14.471302,50,15.326923,6.1666665
2917,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Professional/technical,union,7.2463775,8,9.5961542,2.6666667
2918,40,white,married,0,14,not college grad,0,SMSA,0,Wholesale/Retail Trade,Clerical/unskilled,,3.938519,10,6.3461537,.5
2919,44,white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,nonunion,4.8309178,24,7.2435889,.083333336
2921,40,white,married,0,14,not college grad,1,SMSA,0,Professional Services,Professional/technical,nonunion,7.7455678,40,9.8717947,1.75
2925,40,not white,single,1,0,not college grad,1,SMSA,0,Business/Repair Svc,Sales,nonunion,2.8180354,30,5.2692308,1.3333334
2927,39,white,married,0,17,college grad,0,SMSA,0,Professional Services,Sales,,6.2724009,22,13.410256,7.0833335
2932,38,white,single,0,16,college grad,1,SMSA,0,Public Administration,Professional/technical,nonunion,12.38325,40,14.25,4.6666665
2934,37,white,single,0,14,not college grad,0,SMSA,0,Professional Services,Managers/admin,union,11.610305,40,17.948719,6.9166665
2936,37,white,single,1,18,college grad,0,SMSA,0,Professional Services,Managers/admin,nonunion,10.32206,45,17.634615,7.9166665
2939,45,white,married,0,12,not college grad,1,SMSA,0,Transport/Comm/Utility,Sales,nonunion,11.553946,37,14.673077,10.5
2940,41,white,married,0,12,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,12.38325,40,17.115385,6.3333335
2942,36,white,married,0,12,not college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,17.344109,32,11.724359,.33333334
2943,39,white,single,0,17,college grad,1,nonSMSA,0,Professional Services,Professional/technical,union,8.558774,38,11.833333,11.833333
2945,40,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Clerical/unskilled,nonunion,3.2689192,40,10.961538,2.75
2946,44,white,married,0,11,not college grad,1,SMSA,0,Personal Services,Laborers,,4.4792142,56,5.6474357,1.1666666
2949,38,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.5088553,40,26.03846,16
2951,34,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,union,4.4202881,35,7.7371798,3.75
2954,44,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.2270532,40,13.801282,12.166667
2955,36,white,single,0,14,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,7.1497569,35,12.352564,11.166667
2957,40,white,married,0,11,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Operatives,nonunion,2.4154589,70,5.8461537,
2958,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.0257649,30,12.448718,1.8333334
2960,45,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Sales,nonunion,6.3607068,40,21.160255,18.5
2967,45,white,married,0,13,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,10.837358,40,18.76923,5.9166665
2969,36,white,married,0,16,college grad,1,SMSA,0,Business/Repair Svc,Professional/technical,nonunion,6.0386477,20,13.923077,.083333336
2971,42,white,single,0,12,not college grad,1,nonSMSA,0,Construction,Sales,nonunion,4.8953285,44,13.75,2.5833333
2972,36,white,married,0,12,not college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,5.217391,40,12.5,6.3333335
2973,35,white,married,0,13,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Managers/admin,nonunion,5.4186792,40,13.679487,3.6666667
2976,35,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.220612,40,2.7051282,1.25
2977,40,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,33.498402,48,10.884615,.91666669
2978,39,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,5.8615127,40,16.634615,4.6666665
2979,38,white,single,0,12,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.6231885,40,17.102564,3.3333333
2984,44,white,single,0,9,not college grad,0,SMSA,1,Manufacturing,Operatives,union,8.8727846,70,18.653847,1.4166666
2985,44,white,married,0,12,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.9516888,36,8.8846159,7.8333335
2988,35,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,union,9.29146,40,11.673078,3.9166667
2998,35,white,married,0,12,not college grad,0,SMSA,0,Professional Services,Laborers,nonunion,4.2270532,8,4.8269229,1.75
2999,37,white,married,0,13,not college grad,1,SMSA,0,Construction,Sales,nonunion,8.0515299,40,9.5769234,4.8333335
3000,42,white,single,0,12,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,5.4347825,48,17.346153,17.333334
3001,41,white,married,0,12,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,7.7455678,40,17.788462,14.166667
3004,38,not white,single,0,8,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,4.8309178,40,14.75641,8.416667
3008,39,not white,married,0,9,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,3.1400964,40,15,10.916667
3015,37,not white,married,0,12,not college grad,0,SMSA,0,Public Administration,Sales,nonunion,10.032206,40,18.75,18.75
3016,38,not white,married,0,16,college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,14.710137,40,13.942307,10.416667
3020,35,white,single,1,16,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,10.619963,35,14.865385,10.916667
3023,39,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,6.3848605,40,8.6346149,2.9166667
3026,36,not white,single,0,10,not college grad,1,nonSMSA,0,Manufacturing,Operatives,nonunion,2.6972613,40,18.076923,0
3027,35,not white,single,1,17,college grad,1,nonSMSA,0,Professional Services,Sales,,2.9388082,20,6.5384617,
3028,41,not white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,2.7858286,40,13.442308,9.833333
3035,42,white,married,0,17,college grad,1,SMSA,1,Professional Services,Other,nonunion,5.2656984,60,7.8653846,7.75
3036,39,white,married,0,18,college grad,1,SMSA,0,Professional Services,Other,nonunion,12.777775,40,12.788462,8.75
3037,35,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,4.64573,1,6.0128207,.66666669
3038,39,white,married,0,12,not college grad,0,SMSA,0,Manufacturing,Managers/admin,,5.8528428,20,6.75,.41666666
3040,39,not white,single,0,10,not college grad,1,SMSA,0,Manufacturing,Service,,3.5024142,40,15.429487,15
3042,39,not white,single,1,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,4.8309178,40,16.512819,14
3043,37,not white,single,1,12,not college grad,1,SMSA,0,Manufacturing,Professional/technical,union,16.476761,40,19.423077,8.5
3044,44,white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,6.7713332,48,22.512819,22.5
3045,43,white,married,0,11,not college grad,1,SMSA,0,Manufacturing,Operatives,nonunion,5.5394502,48,19.583332,5.5
3046,44,not white,single,0,12,not college grad,1,SMSA,0,Professional Services,Sales,,4.4137006,35,12.519231,9.416667
3047,35,not white,single,1,14,not college grad,1,SMSA,0,Public Administration,Sales,nonunion,8.9049911,40,13.916667,13.916667
3048,38,not white,single,0,11,not college grad,1,SMSA,0,Wholesale/Retail Trade,Operatives,union,2.6972613,40,11.788462,9.833333
3049,39,white,married,0,16,college grad,1,SMSA,1,Professional Services,Professional/technical,nonunion,11.030594,33,14.961538,3.0833333
3050,42,white,married,0,10,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,nonunion,5.5394502,40,16.256411,0
3052,39,white,married,0,12,not college grad,1,SMSA,0,Professional Services,Sales,nonunion,4.64573,40,12.326923,2.8333333
3056,45,not white,single,0,9,not college grad,1,SMSA,1,Manufacturing,Sales,union,14.121402,45,17.326923,0
3058,37,white,married,0,12,not college grad,1,SMSA,0,Personal Services,Sales,nonunion,5.9178729,40,11.557693,1.3333334
3059,40,white,married,0,17,college grad,1,SMSA,1,Ag/Forestry/Fisheries,Sales,nonunion,10.628017,7,13.929487,1.3333334
3060,42,not white,married,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.777777,30,10.25,10.25
3061,42,white,married,0,16,college grad,1,SMSA,0,Professional Services,Other,nonunion,7.0048285,42,9.2435894,6.8333335
3062,35,white,single,0,12,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.8373594,40,17.653845,1.3333334
3063,36,white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,6.5780983,40,10.384615,.91666669
3065,34,white,single,1,13,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,5.0644102,55,12.512821,5.8333335
3066,44,white,married,0,16,college grad,1,nonSMSA,0,Manufacturing,Managers/admin,nonunion,10.257647,40,15.75,11.416667
3069,36,white,married,0,12,not college grad,1,SMSA,0,Finance/Ins/Real Estate,Clerical/unskilled,,5.9722881,28,9.4807692,1.5833334
3070,35,white,married,0,12,not college grad,1,SMSA,1,Business/Repair Svc,Sales,,3.7189493,20,14.115384,2.5833333
3072,41,white,married,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,,2.6282961,18,14.442307,2.0833333
3073,36,white,married,0,7,not college grad,1,nonSMSA,0,Wholesale/Retail Trade,Managers/admin,nonunion,4.0660219,37,11.429487,5.1666665
3078,45,not white,married,0,17,college grad,0,SMSA,0,Professional Services,Professional/technical,union,16.497578,35,12.416667,8.416667
3079,35,not white,single,1,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,3.2930727,40,13.762821,13.75
3090,38,not white,single,0,12,not college grad,1,nonSMSA,0,Professional Services,Sales,nonunion,2.8846145,22,6.7692304,.16666667
3095,38,not white,married,0,6,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,4.6215763,40,13.442308,3.4166667
3096,35,not white,married,0,11,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.9855046,35,10.166667,8.666667
3097,42,not white,married,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,2.3832521,37,6.9358974,4
3098,37,white,married,0,12,not college grad,1,nonSMSA,0,Finance/Ins/Real Estate,Sales,,4.2224078,24,11.365385,2.5
3099,44,not white,single,0,8,not college grad,1,nonSMSA,0,Professional Services,Laborers,nonunion,3.679549,35,9.5576925,3.8333333
3106,39,not white,single,0,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Laborers,nonunion,4.0257649,30,15.782052,10.333333
3107,36,not white,single,1,9,not college grad,1,SMSA,1,Professional Services,Sales,nonunion,5.0644102,40,11,11
3108,39,not white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,union,8.5990286,45,16.833334,16.833334
3111,35,not white,single,1,12,not college grad,1,SMSA,1,Wholesale/Retail Trade,Sales,,4.3227663,40,2.25,.33333334
3114,43,not white,single,1,14,not college grad,0,SMSA,1,Public Administration,Sales,union,9.0660181,40,15.519231,6.5833335
3115,41,not white,married,0,12,not college grad,1,SMSA,0,Manufacturing,Craftsmen,nonunion,3.7439594,40,18.621794,18.333334
3116,39,not white,married,0,12,not college grad,0,SMSA,0,Wholesale/Retail Trade,Managers/admin,,7.5250835,65,5.5961537,2.1666667
3118,43,white,married,0,9,not college grad,1,SMSA,0,Manufacturing,Operatives,union,7.7133608,40,18.685896,18.666666
3119,41,white,married,0,13,not college grad,1,SMSA,0,Manufacturing,Professional/technical,nonunion,9.7584505,40,27.192305,8.333333
3120,41,not white,single,0,9,not college grad,1,nonSMSA,0,Entertainment/Rec Svc,Laborers,nonunion,3.220612,40,5.1538463,.25
3122,44,not white,married,0,18,college grad,1,nonSMSA,0,Professional Services,Other,nonunion,8.5185146,40,21.416666,21.416666
3127,38,white,married,0,18,college grad,1,SMSA,1,Professional Services,Other,nonunion,10.668277,45,19.512819,2.9166667
3132,35,white,single,0,16,college grad,1,nonSMSA,0,Entertainment/Rec Svc,Managers/admin,nonunion,9.4444418,41,17,17
